kp_id,kp_url,kp_poster_url,kp_full_name,name,year,type,genres_list,genre,countries_list,country,imdb,vote_date,vote
686898,https://www.kinopoisk.ru/film/686898/,https://st.kp.yandex.net/images/film_big/686898.jpg,Оно 2 (2019),It Chapter Two,2019.0,movie,"ужасы, фэнтези, драма",ужасы,"США, Канада",США,tt7349950,2019-12-22,3
1093170,https://www.kinopoisk.ru/film/1093170/,https://st.kp.yandex.net/images/film_big/1093170.jpg,Черный клановец (2018),BlacKkKlansman,2018.0,movie,"драма, комедия, криминал, биография",драма,США,США,tt7349662,2019-12-07,6
1162846,https://www.kinopoisk.ru/film/1162846/,https://st.kp.yandex.net/images/film_big/1162846.jpg,Бабушка лёгкого поведения 2. Престарелые мстители (2019),Бабушка лёгкого поведения 2. Престарелые мстители,2019.0,movie,комедия,комедия,Россия,Россия,tt9450542,2019-12-02,2
839650,https://www.kinopoisk.ru/film/839650/,https://st.kp.yandex.net/images/film_big/839650.jpg,Суперсемейка 2 (2018),Incredibles 2,2018.0,cartoon,"мультфильм, фантастика, боевик, комедия, приключения, семейный",мультфильм,США,США,tt3606756,2019-11-16,8
463354,https://www.kinopoisk.ru/film/463354/,https://st.kp.yandex.net/images/film_big/463354.jpg,Петля времени (2012),Looper,2012.0,movie,"фантастика, боевик, триллер, драма",фантастика,США,США,tt1276104,2019-11-03,6
736206,https://www.kinopoisk.ru/film/736206/,https://st.kp.yandex.net/images/film_big/736206.jpg,Лок (2013),Locke,2013.0,movie,драма,драма,"Великобритания, США",Великобритания,tt2692904,2019-10-20,7
1199596,https://www.kinopoisk.ru/film/1199596/,https://st.kp.yandex.net/images/film_big/1199596.jpg,"Гори, гори ясно (2019)",Brightburn,2019.0,movie,"ужасы, фантастика, драма, детектив",ужасы,США,США,tt7752126,2019-10-19,4
496,https://www.kinopoisk.ru/film/496/,https://st.kp.yandex.net/images/film_big/496.jpg,Особое мнение (2002),Minority Report,2002.0,movie,"фантастика, боевик, триллер, криминал, детектив",фантастика,США,США,tt0181689,2019-10-13,9
837552,https://www.kinopoisk.ru/film/837552/,https://st.kp.yandex.net/images/film_big/837552.jpg,Сделано в Америке (2017),American Made,2017.0,movie,"боевик, драма, комедия, криминал",боевик,"США, Япония, Колумбия",США,tt3532216,2019-10-05,6
1048334,https://www.kinopoisk.ru/film/1048334/,https://st.kp.yandex.net/images/film_big/1048334.jpg,Джокер (2019),Joker,2019.0,movie,"драма, криминал, триллер",драма,"США, Канада",США,tt7286456,2019-10-04,5
1007049,https://www.kinopoisk.ru/film/1007049/,https://st.kp.yandex.net/images/film_big/1007049.jpg,Аладдин (2019),Aladdin,2019.0,movie,"мюзикл, фэнтези, мелодрама, комедия, приключения, семейный",мюзикл,"США, Великобритания, Австралия",США,tt6139732,2019-09-21,5
993591,https://www.kinopoisk.ru/film/993591/,https://st.kp.yandex.net/images/film_big/993591.jpg,Завод (2018),Завод,2018.0,movie,"криминал, драма, триллер",криминал,"Россия, Франция, Армения",Россия,tt5966602,2019-09-16,7
922029,https://www.kinopoisk.ru/film/922029/,https://st.kp.yandex.net/images/film_big/922029.jpg,Щегол (2019),The Goldfinch,2019.0,movie,драма,драма,США,США,tt3864056,2019-09-13,10
1044906,https://www.kinopoisk.ru/film/1044906/,https://st.kp.yandex.net/images/film_big/1044906.jpg,Тихое место (2018),A Quiet Place,2018.0,movie,"ужасы, фантастика, драма",ужасы,США,США,tt6644200,2019-08-25,4
1108577,https://www.kinopoisk.ru/film/1108577/,https://st.kp.yandex.net/images/film_big/1108577.jpg,Зеленая книга (2018),Green Book,2018.0,movie,"биография, комедия, драма",биография,"США, Китай",США,tt6966692,2019-08-24,9
3908,https://www.kinopoisk.ru/film/3908/,https://st.kp.yandex.net/images/film_big/3908.jpg,Плохие парни (1995),Bad Boys,1995.0,movie,"боевик, комедия, триллер, криминал",боевик,США,США,tt0112442,2019-08-23,6
908691,https://www.kinopoisk.ru/film/908691/,https://st.kp.yandex.net/images/film_big/908691.jpg,Шафт (2019),Shaft,2019.0,movie,"боевик, комедия, криминал",боевик,США,США,tt4463894,2019-08-23,5
88173,https://www.kinopoisk.ru/film/88173/,https://st.kp.yandex.net/images/film_big/88173.jpg,Алита: Боевой ангел (2019),Alita: Battle Angel,2019.0,movie,"фантастика, боевик, приключения",фантастика,"США, Япония, Канада",США,tt0437086,2019-08-11,7
1044601,https://www.kinopoisk.ru/film/1044601/,https://st.kp.yandex.net/images/film_big/1044601.jpg,Стекло (2019),Glass,2019.0,movie,"фантастика, триллер, драма",фантастика,"США, Китай",США,tt6823368,2019-08-09,9
976520,https://www.kinopoisk.ru/film/976520/,https://st.kp.yandex.net/images/film_big/976520.jpg,Подстава (2018),Set It Up,2018.0,movie,"мелодрама, комедия",мелодрама,США,США,tt5304992,2019-08-03,5
1163897,https://www.kinopoisk.ru/film/1163897/,https://st.kp.yandex.net/images/film_big/1163897.jpg,Похищая Стеллу (2019),Kidnapping Stella,2019.0,movie,"триллер, криминал",триллер,Германия,Германия,tt8613876,2019-07-23,5
1219425,https://www.kinopoisk.ru/film/1219425/,https://st.kp.yandex.net/images/film_big/1219425.jpg,Тайная одержимость (2019),Secret Obsession,2019.0,movie,триллер,триллер,США,США,tt9419834,2019-07-21,4
1043758,https://www.kinopoisk.ru/film/1043758/,https://st.kp.yandex.net/images/film_big/1043758.jpg,Паразиты (2019),Gisaengchung,2019.0,movie,"драма, триллер, комедия",драма,Корея Южная,Корея Южная,tt6751668,2019-07-16,10
761933,https://www.kinopoisk.ru/film/761933/,https://st.kp.yandex.net/images/film_big/761933.jpg,Я – начало (2014),I Origins,2014.0,movie,"фантастика, драма, мелодрама, детектив",фантастика,США,США,tt2884206,2019-07-12,10
1227803,https://www.kinopoisk.ru/series/1227803/,https://st.kp.yandex.net/images/film_big/1227803.jpg,"Чернобыль (мини-сериал, 2019)",Chernobyl,2019.0,mini-series,"драма, история",драма,"США, Великобритания",США,tt7366338,2019-07-09,10
1154641,https://www.kinopoisk.ru/film/1154641/,https://st.kp.yandex.net/images/film_big/1154641.jpg,Идеальный бойфренд (2019),The Perfect Date,2019.0,movie,"мелодрама, комедия",мелодрама,США,США,tt8201170,2019-07-06,6
505995,https://www.kinopoisk.ru/film/505995/,https://st.kp.yandex.net/images/film_big/505995.jpg,Убийство на яхте (2019),Murder Mystery,2019.0,movie,"комедия, детектив",комедия,США,США,tt1618434,2019-07-06,5
843479,https://www.kinopoisk.ru/film/843479/,https://st.kp.yandex.net/images/film_big/843479.jpg,Фантастические твари: Преступления Грин-де-Вальда (2018),Fantastic Beasts: The Crimes of Grindelwald,2018.0,movie,"фэнтези, приключения, семейный",фэнтези,"Великобритания, США",Великобритания,tt4123430,2019-05-31,5
1224066,https://www.kinopoisk.ru/series/1224066/,https://st.kp.yandex.net/images/film_big/1224066.jpg,"Толя-робот (сериал, 2019)",Толя-робот,2019.0,tv-series,"драма, комедия",драма,Россия,Россия,tt10400024,2019-05-30,9
299,https://www.kinopoisk.ru/film/299/,https://st.kp.yandex.net/images/film_big/299.jpg,Матрица: Перезагрузка (2003),The Matrix Reloaded,2003.0,movie,"фантастика, боевик",фантастика,США,США,tt0234215,2019-05-26,8
301,https://www.kinopoisk.ru/film/301/,https://st.kp.yandex.net/images/film_big/301.jpg,Матрица (1999),The Matrix,1999.0,movie,"фантастика, боевик",фантастика,"США, Австралия",США,tt0133093,2019-05-06,9
1009413,https://www.kinopoisk.ru/film/1009413/,https://st.kp.yandex.net/images/film_big/1009413.jpg,Лето (2018),Лето,2018.0,movie,"биография, музыка, драма",биография,Россия,Россия,tt7342838,2019-05-04,10
842408,https://www.kinopoisk.ru/series/842408/,https://st.kp.yandex.net/images/film_big/842408.jpg,"Лондонград. Знай наших (сериал, 2015)",Лондонград. Знай наших,2015.0,tv-series,драма,драма,Россия,Россия,tt2115354,2019-05-02,7
1254103,https://www.kinopoisk.ru/film/1254103/,https://st.kp.yandex.net/images/film_big/1254103.jpg,Homecoming: A Film by Beyoncé (2019),Homecoming: A Film by Beyoncé,2019.0,movie,"документальный, музыка",документальный,США,США,tt10147546,2019-04-18,9
463634,https://www.kinopoisk.ru/film/463634/,https://st.kp.yandex.net/images/film_big/463634.jpg,Веном (2018),Venom,2018.0,movie,"фантастика, боевик, триллер, ужасы",фантастика,"США, Китай",США,tt1270797,2019-04-13,5
942396,https://www.kinopoisk.ru/film/942396/,https://st.kp.yandex.net/images/film_big/942396.jpg,"Дом, который построил Джек (2018)",The House That Jack Built,2018.0,movie,"триллер, драма, криминал, ужасы",триллер,"Дания, Франция, Швеция, Германия, Бельгия, Тунис",Дания,tt4003440,2019-04-07,7
1040690,https://www.kinopoisk.ru/film/1040690/,https://st.kp.yandex.net/images/film_big/1040690.jpg,Середина 90-х (2018),Mid90s,2018.0,movie,"драма, комедия",драма,США,США,tt5613484,2019-03-17,10
1142619,https://www.kinopoisk.ru/film/1142619/,https://st.kp.yandex.net/images/film_big/1142619.jpg,Громкая связь (2018),Громкая связь,2018.0,movie,комедия,комедия,Россия,Россия,tt9624470,2019-03-13,3
894027,https://www.kinopoisk.ru/film/894027/,https://st.kp.yandex.net/images/film_big/894027.jpg,Форсаж 8 (2017),The Fate of the Furious,2017.0,movie,"боевик, криминал, приключения",боевик,"США, Китай, Япония",США,tt4630562,2019-03-10,7
568289,https://www.kinopoisk.ru/film/568289/,https://st.kp.yandex.net/images/film_big/568289.jpg,Богемская рапсодия (2018),Bohemian Rhapsody,2018.0,movie,"биография, музыка, драма",биография,"Великобритания, США",Великобритания,tt1727824,2019-03-04,7
623744,https://www.kinopoisk.ru/film/623744/,https://st.kp.yandex.net/images/film_big/623744.jpg,Побочный эффект (2013),Side Effects,2013.0,movie,"триллер, драма, криминал, детектив",триллер,США,США,tt2053463,2019-02-24,9
463803,https://www.kinopoisk.ru/film/463803/,https://st.kp.yandex.net/images/film_big/463803.jpg,Человек на Луне (2018),First Man,2018.0,movie,"драма, биография, история",драма,"США, Япония",США,tt1213641,2019-02-09,5
596274,https://www.kinopoisk.ru/film/596274/,https://st.kp.yandex.net/images/film_big/596274.jpg,Прогулка среди могил (2014),A Walk Among the Tombstones,2014.0,movie,"детектив, триллер, криминал, драма",детектив,США,США,tt0365907,2019-02-08,3
4250,https://www.kinopoisk.ru/film/4250/,https://st.kp.yandex.net/images/film_big/4250.jpg,Четыре комнаты (1995),Four Rooms,1995.0,movie,комедия,комедия,США,США,tt0113101,2019-01-31,7
1224670,https://www.kinopoisk.ru/film/1224670/,https://st.kp.yandex.net/images/film_big/1224670.jpg,Черное зеркало. Бандерснэтч (2018),Black Mirror: Bandersnatch,2018.0,movie,"фантастика, фэнтези, триллер, драма, детектив",фантастика,"Великобритания, США",Великобритания,tt9495224,2019-01-31,8
1047143,https://www.kinopoisk.ru/film/1047143/,https://st.kp.yandex.net/images/film_big/1047143.jpg,Ничего хорошего в отеле «Эль Рояль» (2018),Bad Times at the El Royale,2018.0,movie,"триллер, драма, криминал, детектив",триллер,США,США,tt6628394,2019-01-27,10
474935,https://www.kinopoisk.ru/film/474935/,https://st.kp.yandex.net/images/film_big/474935.jpg,Звезда родилась (2018),A Star Is Born,2018.0,movie,"мелодрама, музыка, драма",мелодрама,США,США,tt1517451,2019-01-26,5
1074393,https://www.kinopoisk.ru/film/1074393/,https://st.kp.yandex.net/images/film_big/1074393.jpg,Каяани (2017),Kajaani,2017.0,movie,"короткометражка, драма",короткометражка,"Финляндия, Франция",Финляндия,tt6960712,2019-01-18,8
1176661,https://www.kinopoisk.ru/film/1176661/,https://st.kp.yandex.net/images/film_big/1176661.jpg,Наблюдатель (2017),Voyeur,2017.0,movie,"короткометражка, драма",короткометражка,Норвегия,Норвегия,tt13338880,2019-01-18,7
1119439,https://www.kinopoisk.ru/film/1119439/,https://st.kp.yandex.net/images/film_big/1119439.jpg,Тигр (2018),Tiikeri,2018.0,movie,"короткометражка, драма",короткометражка,Финляндия,Финляндия,tt8287236,2019-01-18,4
1147293,https://www.kinopoisk.ru/film/1147293/,https://st.kp.yandex.net/images/film_big/1147293.jpg,Шведская классика (2017),A Swedish Classic,2017.0,movie,"короткометражка, драма, комедия",короткометражка,Швеция,Швеция,,2019-01-18,7
1124657,https://www.kinopoisk.ru/film/1124657/,https://st.kp.yandex.net/images/film_big/1124657.jpg,Juck (2018),Juck,2018.0,movie,"документальный, короткометражка, драма, музыка",документальный,Швеция,Швеция,tt7896692,2019-01-18,2
1104535,https://www.kinopoisk.ru/film/1104535/,https://st.kp.yandex.net/images/film_big/1104535.jpg,Пошел ты (2018),Fuck You,2018.0,movie,короткометражка,короткометражка,Швеция,Швеция,tt7507644,2019-01-18,6
841518,https://www.kinopoisk.ru/film/841518/,https://st.kp.yandex.net/images/film_big/841518.jpg,Черепашки-ниндзя 2 (2016),Teenage Mutant Ninja Turtles: Out of the Shadows,2016.0,movie,"фантастика, боевик, комедия, криминал, приключения",фантастика,"США, Гонконг, Китай, Канада, Дания, Германия, Великобритания",США,tt3949660,2019-01-12,5
918087,https://www.kinopoisk.ru/film/918087/,https://st.kp.yandex.net/images/film_big/918087.jpg,Человек – швейцарский нож (2016),Swiss Army Man,2016.0,movie,"фэнтези, драма, комедия, приключения",фэнтези,США,США,tt4034354,2019-01-11,4
885316,https://www.kinopoisk.ru/film/885316/,https://st.kp.yandex.net/images/film_big/885316.jpg,Время первых (2017),Время первых,2017.0,movie,"приключения, триллер, биография, история",приключения,Россия,Россия,tt6673840,2019-01-10,4
981230,https://www.kinopoisk.ru/film/981230/,https://st.kp.yandex.net/images/film_big/981230.jpg,Тренер (2018),Тренер,2018.0,movie,"драма, спорт",драма,Россия,Россия,tt7632930,2019-01-09,6
1045777,https://www.kinopoisk.ru/film/1045777/,https://st.kp.yandex.net/images/film_big/1045777.jpg,Непрощенный (2018),Непрощенный,2018.0,movie,драма,драма,Россия,Россия,tt7394636,2019-01-09,3
1049775,https://www.kinopoisk.ru/film/1049775/,https://st.kp.yandex.net/images/film_big/1049775.jpg,Подбросы (2018),Подбросы,2018.0,movie,драма,драма,"Россия, Литва, Ирландия, Франция",Россия,tt8462858,2019-01-06,2
586584,https://www.kinopoisk.ru/film/586584/,https://st.kp.yandex.net/images/film_big/586584.jpg,Семь психопатов (2012),Seven Psychopaths,2012.0,movie,"комедия, криминал",комедия,"Великобритания, США",Великобритания,tt1931533,2019-01-05,6
975249,https://www.kinopoisk.ru/film/975249/,https://st.kp.yandex.net/images/film_big/975249.jpg,"Здравствуй, папа, Новый год! 2 (2017)",Daddy's Home 2,2017.0,movie,комедия,комедия,США,США,tt5657846,2019-01-04,7
484428,https://www.kinopoisk.ru/film/484428/,https://st.kp.yandex.net/images/film_big/484428.jpg,"Здравствуй, папа, Новый год! (2015)",Daddy's Home,2015.0,movie,"комедия, семейный",комедия,США,США,tt1528854,2018-12-31,7
944098,https://www.kinopoisk.ru/film/944098/,https://st.kp.yandex.net/images/film_big/944098.jpg,"Три билборда на границе Эббинга, Миссури (2017)","Three Billboards Outside Ebbing, Missouri",2017.0,movie,"драма, криминал",драма,"Великобритания, США",Великобритания,tt5027774,2018-12-09,8
981105,https://www.kinopoisk.ru/film/981105/,https://st.kp.yandex.net/images/film_big/981105.jpg,Бабушка лёгкого поведения (2017),Бабушка лёгкого поведения,2017.0,movie,комедия,комедия,Россия,Россия,tt6823698,2018-12-08,4
970196,https://www.kinopoisk.ru/film/970196/,https://st.kp.yandex.net/images/film_big/970196.jpg,Поиск (2018),Searching,2018.0,movie,"детектив, триллер, драма",детектив,"США, Россия",США,tt7668870,2018-11-23,7
842037,https://www.kinopoisk.ru/film/842037/,https://st.kp.yandex.net/images/film_big/842037.jpg,Я худею (2018),Я худею,2018.0,movie,комедия,комедия,Россия,Россия,tt7863198,2018-11-18,4
582358,https://www.kinopoisk.ru/series/582358/,https://st.kp.yandex.net/images/film_big/582358.jpg,"13 причин почему (сериал, 2017 – 2020)",13 Reasons Why,2017.0,tv-series,"триллер, драма, детектив",триллер,США,США,tt1837492,2018-10-28,8
893681,https://www.kinopoisk.ru/film/893681/,https://st.kp.yandex.net/images/film_big/893681.jpg,Черновик (2018),Черновик,2018.0,movie,фантастика,фантастика,Россия,Россия,tt6270596,2018-10-21,2
979148,https://www.kinopoisk.ru/film/979148/,https://st.kp.yandex.net/images/film_big/979148.jpg,Назови меня своим именем (2017),Call Me by Your Name,2017.0,movie,"драма, мелодрама",драма,"Италия, Франция, США, Бразилия",Италия,tt5726616,2018-10-20,5
518040,https://www.kinopoisk.ru/film/518040/,https://st.kp.yandex.net/images/film_big/518040.jpg,Диктатор (2012),The Dictator,2012.0,movie,комедия,комедия,США,США,tt1645170,2018-10-12,2
958293,https://www.kinopoisk.ru/film/958293/,https://st.kp.yandex.net/images/film_big/958293.jpg,Леди Бёрд (2017),Lady Bird,2017.0,movie,"драма, комедия",драма,США,США,tt4925292,2018-10-01,10
992605,https://www.kinopoisk.ru/film/992605/,https://st.kp.yandex.net/images/film_big/992605.jpg,Аритмия (2017),Аритмия,2017.0,movie,"мелодрама, драма",мелодрама,Россия,Россия,tt6952604,2018-09-16,5
909700,https://www.kinopoisk.ru/film/909700/,https://st.kp.yandex.net/images/film_big/909700.jpg,Как Витька Чеснок вёз Лёху Штыря в дом инвалидов (2017),Как Витька Чеснок вёз Лёху Штыря в дом инвалидов,2017.0,movie,"драма, комедия, криминал",драма,Россия,Россия,tt5837242,2018-09-01,9
961715,https://www.kinopoisk.ru/film/961715/,https://st.kp.yandex.net/images/film_big/961715.jpg,Дэдпул 2 (2018),Deadpool 2,2018.0,movie,"фантастика, боевик, комедия, приключения",фантастика,"США, Канада",США,tt5463162,2018-08-26,9
950968,https://www.kinopoisk.ru/film/950968/,https://st.kp.yandex.net/images/film_big/950968.jpg,Монстры на каникулах 3: Море зовёт (2018),Hotel Transylvania 3: Summer Vacation,2018.0,cartoon,"мультфильм, фэнтези, приключения, комедия, семейный",мультфильм,"США, Корея Южная",США,tt5220122,2018-07-26,5
705356,https://www.kinopoisk.ru/film/705356/,https://st.kp.yandex.net/images/film_big/705356.jpg,Левиафан (2014),Левиафан,2014.0,movie,"драма, криминал",драма,Россия,Россия,tt2802154,2018-07-15,8
714564,https://www.kinopoisk.ru/film/714564/,https://st.kp.yandex.net/images/film_big/714564.jpg,Взрывная блондинка (2017),Atomic Blonde,2017.0,movie,"боевик, триллер",боевик,"США, Германия, Швеция, Венгрия",США,tt2406566,2018-06-22,3
470173,https://www.kinopoisk.ru/film/470173/,https://st.kp.yandex.net/images/film_big/470173.jpg,Величайший шоумен (2017),The Greatest Showman,2017.0,movie,"драма, биография, мюзикл, семейный",драма,США,США,tt1485796,2018-06-18,3
538225,https://www.kinopoisk.ru/film/538225/,https://st.kp.yandex.net/images/film_big/538225.jpg,Первому игроку приготовиться (2018),Ready Player One,2018.0,movie,"фантастика, боевик, приключения",фантастика,"США, Индия",США,tt1677720,2018-06-11,10
797840,https://www.kinopoisk.ru/film/797840/,https://st.kp.yandex.net/images/film_big/797840.jpg,Фантастические твари и где они обитают (2016),Fantastic Beasts and Where to Find Them,2016.0,movie,"фэнтези, приключения, семейный",фэнтези,"Великобритания, США",Великобритания,tt3183660,2018-06-01,8
424994,https://www.kinopoisk.ru/film/424994/,https://st.kp.yandex.net/images/film_big/424994.jpg,Лига справедливости (2017),Justice League,2017.0,movie,"фантастика, боевик, фэнтези",фантастика,"США, Канада, Великобритания",США,tt0974015,2018-04-30,9
1006132,https://www.kinopoisk.ru/film/1006132/,https://st.kp.yandex.net/images/film_big/1006132.jpg,Piter By (2016),Piter By,2016.0,movie,"комедия, драма",комедия,Россия,Россия,tt7964748,2018-03-24,8
1111871,https://www.kinopoisk.ru/film/1111871/,https://st.kp.yandex.net/images/film_big/1111871.jpg,Piter by Каста (2017),Piter by Каста,2017.0,movie,"мелодрама, триллер, драма, комедия",мелодрама,Россия,Россия,tt9340622,2018-03-23,6
925669,https://www.kinopoisk.ru/film/925669/,https://st.kp.yandex.net/images/film_big/925669.jpg,Идеальные незнакомцы (2015),Perfetti sconosciuti,2015.0,movie,"драма, комедия",драма,Италия,Италия,,2018-03-13,10
977743,https://www.kinopoisk.ru/film/977743/,https://st.kp.yandex.net/images/film_big/977743.jpg,Форма воды (2017),The Shape of Water,2017.0,movie,"фантастика, драма",фантастика,"США, Мексика",США,tt5580390,2018-03-10,8
453397,https://www.kinopoisk.ru/film/453397/,https://st.kp.yandex.net/images/film_big/453397.jpg,Оно (2017),It,2017.0,movie,"ужасы, фэнтези, драма, детектив",ужасы,"США, Канада",США,tt1396484,2018-03-08,6
900052,https://www.kinopoisk.ru/film/900052/,https://st.kp.yandex.net/images/film_big/900052.jpg,Лёд (2017),Лёд,2017.0,movie,"мелодрама, драма, спорт",мелодрама,Россия,Россия,tt5844488,2018-02-24,2
884376,https://www.kinopoisk.ru/film/884376/,https://st.kp.yandex.net/images/film_big/884376.jpg,Манчестер у моря (2016),Manchester by the Sea,2016.0,movie,драма,драма,США,США,tt4034228,2018-02-23,8
42736,https://www.kinopoisk.ru/film/42736/,https://st.kp.yandex.net/images/film_big/42736.jpg,Офицеры (1971),Офицеры,1971.0,movie,"драма, военный, мелодрама",драма,СССР,СССР,tt0067517,2018-02-23,9
1008385,https://www.kinopoisk.ru/film/1008385/,https://st.kp.yandex.net/images/film_big/1008385.jpg,Тоня против всех (2017),"I, Tonya",2017.0,movie,"биография, спорт, комедия, драма",биография,"США, Великобритания, Катар",США,tt5580036,2018-02-18,10
835877,https://www.kinopoisk.ru/film/835877/,https://st.kp.yandex.net/images/film_big/835877.jpg,Телохранитель киллера (2017),The Hitman's Bodyguard,2017.0,movie,"боевик, комедия",боевик,"США, Гонконг, Болгария, Нидерланды, Канада, Великобритания, Франция",США,tt1959563,2018-02-10,4
840817,https://www.kinopoisk.ru/film/840817/,https://st.kp.yandex.net/images/film_big/840817.jpg,Движение вверх (2017),Движение вверх,2017.0,movie,"спорт, драма",спорт,Россия,Россия,tt5987402,2018-02-03,10
906654,https://www.kinopoisk.ru/film/906654/,https://st.kp.yandex.net/images/film_big/906654.jpg,Kingsman: Золотое кольцо (2017),Kingsman: The Golden Circle,2017.0,movie,"боевик, триллер, комедия, криминал, приключения",боевик,"Великобритания, США",Великобритания,tt4649466,2018-01-21,10
930534,https://www.kinopoisk.ru/film/930534/,https://st.kp.yandex.net/images/film_big/930534.jpg,Сплит (2017),Split,2017.0,movie,"триллер, ужасы",триллер,"США, Япония",США,,2018-01-13,10
902939,https://www.kinopoisk.ru/film/902939/,https://st.kp.yandex.net/images/film_big/902939.jpg,Малыш на драйве (2017),Baby Driver,2017.0,movie,"боевик, триллер, драма, криминал, музыка",боевик,"Великобритания, США",Великобритания,tt3890160,2018-01-10,10
707407,https://www.kinopoisk.ru/film/707407/,https://st.kp.yandex.net/images/film_big/707407.jpg,Викинг (2016),Викинг,2016.0,movie,"история, драма",история,Россия,Россия,tt5157456,2018-01-08,5
471158,https://www.kinopoisk.ru/film/471158/,https://st.kp.yandex.net/images/film_big/471158.jpg,Выкрутасы (2010),Выкрутасы,2010.0,movie,"мелодрама, комедия, спорт",мелодрама,Россия,Россия,tt1682187,2018-01-08,4
931677,https://www.kinopoisk.ru/film/931677/,https://st.kp.yandex.net/images/film_big/931677.jpg,Дюнкерк (2017),Dunkirk,2017.0,movie,"военный, драма, история",военный,"Великобритания, Нидерланды, Франция, США",Великобритания,tt5013056,2018-01-06,5
841263,https://www.kinopoisk.ru/film/841263/,https://st.kp.yandex.net/images/film_big/841263.jpg,Стражи Галактики. Часть 2 (2017),Guardians of the Galaxy Vol. 2,2017.0,movie,"фантастика, боевик, приключения, комедия",фантастика,США,США,tt3896198,2017-12-30,7
840261,https://www.kinopoisk.ru/film/840261/,https://st.kp.yandex.net/images/film_big/840261.jpg,Кухня. Последняя битва (2017),Кухня. Последняя битва,2017.0,movie,комедия,комедия,Россия,Россия,tt6841500,2017-12-02,3
690593,https://www.kinopoisk.ru/film/690593/,https://st.kp.yandex.net/images/film_big/690593.jpg,Человек-паук: Возвращение домой (2017),Spider-Man: Homecoming,2017.0,movie,"фантастика, боевик, приключения",фантастика,США,США,tt2250912,2017-11-27,7
184417,https://www.kinopoisk.ru/film/184417/,https://st.kp.yandex.net/images/film_big/184417.jpg,Пила 3 (2006),Saw III,2006.0,movie,"ужасы, триллер, детектив, криминал",ужасы,"Канада, США",Канада,tt0489270,2017-11-26,5
839818,https://www.kinopoisk.ru/film/839818/,https://st.kp.yandex.net/images/film_big/839818.jpg,Экипаж (2016),Экипаж,2016.0,movie,"драма, триллер, приключения",драма,Россия,Россия,tt5653294,2017-11-20,5
86206,https://www.kinopoisk.ru/film/86206/,https://st.kp.yandex.net/images/film_big/86206.jpg,Пила 2 (2005),Saw II,2005.0,movie,"ужасы, триллер, детектив, криминал",ужасы,"Канада, США",Канада,tt0432348,2017-11-07,7
840250,https://www.kinopoisk.ru/film/840250/,https://st.kp.yandex.net/images/film_big/840250.jpg,Притяжение (2017),Притяжение,2017.0,movie,фантастика,фантастика,Россия,Россия,tt4731148,2017-11-04,4
762738,https://www.kinopoisk.ru/film/762738/,https://st.kp.yandex.net/images/film_big/762738.jpg,Джон Уик (2014),John Wick,2014.0,movie,"боевик, триллер, криминал",боевик,"США, Китай",США,tt2911666,2017-10-26,4
948999,https://www.kinopoisk.ru/film/948999/,https://st.kp.yandex.net/images/film_big/948999.jpg,Жених (2016),Жених,2016.0,movie,"комедия, мелодрама",комедия,Россия,Россия,tt6070530,2017-10-19,4
923510,https://www.kinopoisk.ru/film/923510/,https://st.kp.yandex.net/images/film_big/923510.jpg,Сахар (2014),That Sugar Film,2014.0,movie,документальный,документальный,Австралия,Австралия,tt3892434,2017-09-10,10
64187,https://www.kinopoisk.ru/film/64187/,https://st.kp.yandex.net/images/film_big/64187.jpg,Пила: Игра на выживание (2004),Saw,2004.0,movie,"ужасы, триллер, детектив",ужасы,США,США,tt0387564,2017-08-12,9
63912,https://www.kinopoisk.ru/film/63912/,https://st.kp.yandex.net/images/film_big/63912.jpg,Укрощение строптивого (1980),Il bisbetico domato,1980.0,movie,"мелодрама, комедия",мелодрама,Италия,Италия,tt0080439,2017-08-11,10
8932,https://www.kinopoisk.ru/film/8932/,https://st.kp.yandex.net/images/film_big/8932.jpg,Гарфилд (2004),Garfield,2004.0,movie,"комедия, семейный, фэнтези",комедия,США,США,tt0356634,2017-08-09,7
462553,https://www.kinopoisk.ru/film/462553/,https://st.kp.yandex.net/images/film_big/462553.jpg,Железная хватка (2010),True Grit,2010.0,movie,"вестерн, драма, приключения",вестерн,США,США,tt1403865,2017-08-09,5
104924,https://www.kinopoisk.ru/film/104924/,https://st.kp.yandex.net/images/film_big/104924.jpg,Идеальный незнакомец (2007),Perfect Stranger,2007.0,movie,"триллер, криминал, детектив",триллер,США,США,tt0457433,2017-08-09,9
696977,https://www.kinopoisk.ru/film/696977/,https://st.kp.yandex.net/images/film_big/696977.jpg,Теорема Зеро (2013),The Zero Theorem,2013.0,movie,"фантастика, триллер, драма, комедия",фантастика,"Великобритания, Румыния, Франция",Великобритания,tt2333804,2017-08-06,5
927771,https://www.kinopoisk.ru/film/927771/,https://st.kp.yandex.net/images/film_big/927771.jpg,Одноклассницы (2016),Одноклассницы,2016.0,movie,комедия,комедия,Россия,Россия,tt5526660,2017-08-05,1
601564,https://www.kinopoisk.ru/film/601564/,https://st.kp.yandex.net/images/film_big/601564.jpg,Легенда №17 (2012),Легенда №17,2012.0,movie,"биография, спорт, драма",биография,Россия,Россия,tt2182001,2017-08-05,3
678997,https://www.kinopoisk.ru/film/678997/,https://st.kp.yandex.net/images/film_big/678997.jpg,Инфекция (2013),Contracted,2013.0,movie,ужасы,ужасы,США,США,tt2281159,2017-08-02,4
